Udate,Close,High,Low,Open,Volume,Field7,LDate,LTime,pCalcIndx
1442416560,148.5339,148.5339,148.4,148.44,23189,,9/16/2015,42263.42778,42263.42778
1442416620,148.51,148.55,148.48,148.525,2435,,9/16/2015,42263.42847,42263.42847
1442416680,148.54,148.54,148.48,148.534,3594,,9/16/2015,42263.42917,42263.42917
1442416740,148.52,148.55,148.5,148.55,5538,,9/16/2015,42263.42986,42263.42986
1442416800,148.48,148.54,148.46,148.52,8978,,9/16/2015,42263.43056,42263.43056
1442416860,148.53,148.54,148.49,148.5,2990,,9/16/2015,42263.43125,42263.43125
1442416920,148.68,148.68,148.53,148.535,10443,,9/16/2015,42263.43194,42263.43194
1442416980,148.72,148.74,148.685,148.7,4335,,9/16/2015,42263.43264,42263.43264
1442417040,148.74,148.74,148.62,148.71,8056,,9/16/2015,42263.43333,42263.43333
1442417100,148.71,148.7499,148.7,148.7344,5969,,9/16/2015,42263.43403,42263.43403
1442417160,148.73,148.75,148.69,148.7299,4450,,9/16/2015,42263.43472,42263.43472
1442417220,148.75,148.79,148.72,148.735,8986,,9/16/2015,42263.43542,42263.43542
1442417280,148.78,148.78,148.72,148.75,8403,,9/16/2015,42263.43611,42263.43611
1442417340,148.88,148.88,148.75,148.78,8541,,9/16/2015,42263.43681,42263.43681
1442417400,148.85,148.88,148.81,148.88,10845,,9/16/2015,42263.4375,42263.4375
1442417460,148.86,148.88,148.8401,148.85,5934,,9/16/2015,42263.43819,42263.43819
1442417520,148.85,148.86,148.8001,148.84,4321,,9/16/2015,42263.43889,42263.43889
1442417580,148.87,148.88,148.83,148.84,3420,,9/16/2015,42263.43958,42263.43958
1442417640,148.74,148.87,148.71,148.87,6533,,9/16/2015,42263.44028,42263.44028
1442417700,148.74,148.7796,148.7356,148.74,4794,,9/16/2015,42263.44097,42263.44097
1442417760,148.7,148.73,148.69,148.73,3237,,9/16/2015,42263.44167,42263.44167
1442417820,148.7,148.71,148.68,148.69,5824,,9/16/2015,42263.44236,42263.44236
1442417880,148.78,148.78,148.715,148.7192,2223,,9/16/2015,42263.44306,42263.44306
1442417940,148.755,148.7747,148.72,148.73,3036,,9/16/2015,42263.44375,42263.44375
1442418000,148.71,148.78,148.69,148.78,2500,,9/16/2015,42263.44444,42263.44444
1442418060,148.68,148.71,148.68,148.71,1170,,9/16/2015,42263.44514,42263.44514
1442418120,148.71,148.72,148.68,148.68,1640,,9/16/2015,42263.44583,42263.44583
1442418180,148.7048,148.71,148.6601,148.69,2800,,9/16/2015,42263.44653,42263.44653
1442418240,148.73,148.73,148.705,148.72,1004,,9/16/2015,42263.44722,42263.44722
1442418300,148.7,148.738,148.681,148.73,2000,,9/16/2015,42263.44792,42263.44792
1442418360,148.705,148.72,148.68,148.68,1700,,9/16/2015,42263.44861,42263.44861
1442418420,148.69,148.72,148.69,148.71,1400,,9/16/2015,42263.44931,42263.44931
1442418480,148.66,148.7,148.66,148.7,900,,9/16/2015,42263.45,42263.45
1442418540,148.695,148.695,148.68,148.68,2000,,9/16/2015,42263.45069,42263.45069
1442418600,148.72,148.72,148.69,148.71,1419,,9/16/2015,42263.45139,42263.45139
1442418660,148.6901,148.72,148.69,148.71,2500,,9/16/2015,42263.45208,42263.45208
1442418720,148.67,148.71,148.67,148.69,1900,,9/16/2015,42263.45278,42263.45278
1442418780,148.71,148.73,148.66,148.66,2850,,9/16/2015,42263.45347,42263.45347
1442418840,148.7599,148.76,148.7404,148.7404,1200,,9/16/2015,42263.45417,42263.45417
1442418900,148.79,148.79,148.74,148.75,1807,,9/16/2015,42263.45486,42263.45486
1442418960,148.7892,148.79,148.7645,148.7645,831,,9/16/2015,42263.45556,42263.45556
1442419020,148.83,148.85,148.8,148.8,1200,,9/16/2015,42263.45625,42263.45625
1442419080,148.83,148.85,148.79,148.85,1290,,9/16/2015,42263.45694,42263.45694
1442419140,148.78,148.84,148.75,148.82,3400,,9/16/2015,42263.45764,42263.45764
1442419200,148.82,148.82,148.77,148.77,1125,,9/16/2015,42263.45833,42263.45833
1442419260,148.86,148.87,148.78,148.78,4005,,9/16/2015,42263.45903,42263.45903
1442419320,148.79,148.89,148.78,148.88,5373,,9/16/2015,42263.45972,42263.45972
1442419380,148.7999,148.86,148.78,148.83,2295,,9/16/2015,42263.46042,42263.46042
1442419440,148.76,148.81,148.76,148.7875,3268,,9/16/2015,42263.46111,42263.46111
1442419500,148.8,148.81,148.76,148.7758,2448,,9/16/2015,42263.46181,42263.46181
1442419560,148.69,148.8,148.66,148.79,3401,,9/16/2015,42263.4625,42263.4625
1442419620,148.72,148.73,148.68,148.69,2470,,9/16/2015,42263.46319,42263.46319
1442419680,148.61,148.67,148.5902,148.67,1900,,9/16/2015,42263.46389,42263.46389
1442419740,148.61,148.62,148.57,148.62,1200,,9/16/2015,42263.46458,42263.46458
1442419800,148.5601,148.6,148.5325,148.57,2000,,9/16/2015,42263.46528,42263.46528
1442419860,148.575,148.6,148.55,148.5696,4000,,9/16/2015,42263.46597,42263.46597
1442419920,148.6,148.61,148.5599,148.59,3400,,9/16/2015,42263.46667,42263.46667
1442419980,148.52,148.59,148.48,148.59,4138,,9/16/2015,42263.46736,42263.46736
1442420040,148.58,148.58,148.515,148.54,4153,,9/16/2015,42263.46806,42263.46806
1442420100,148.58,148.59,148.55,148.55,2254,,9/16/2015,42263.46875,42263.46875
1442420160,148.62,148.62,148.58,148.58,1000,,9/16/2015,42263.46944,42263.46944
1442420220,148.66,148.66,148.5892,148.63,3895,,9/16/2015,42263.47014,42263.47014
1442420280,148.62,148.6537,148.62,148.6537,500,,9/16/2015,42263.47083,42263.47083
1442420340,148.63,148.7,148.59,148.59,2050,,9/16/2015,42263.47153,42263.47153
1442420400,148.61,148.63,148.5656,148.59,1600,,9/16/2015,42263.47222,42263.47222
1442420460,148.6,148.6,148.56,148.6,405,,9/16/2015,42263.47292,42263.47292
1442420520,148.66,148.66,148.63,148.63,600,,9/16/2015,42263.47361,42263.47361
1442420580,148.62,148.661,148.62,148.661,733,,9/16/2015,42263.47431,42263.47431
1442420640,148.64,148.66,148.61,148.65,1200,,9/16/2015,42263.475,42263.475
1442420700,148.63,148.64,148.57,148.63,3405,,9/16/2015,42263.47569,42263.47569
1442420760,148.6,148.63,148.57,148.57,700,,9/16/2015,42263.47639,42263.47639
1442420820,148.62,148.66,148.62,148.62,1267,,9/16/2015,42263.47708,42263.47708
1442420880,148.64,148.64,148.6,148.64,1326,,9/16/2015,42263.47778,42263.47778
1442420940,148.65,148.69,148.632,148.64,4123,,9/16/2015,42263.47847,42263.47847
1442421000,148.66,148.69,148.61,148.61,6001,,9/16/2015,42263.47917,42263.47917
1442421060,148.68,148.7,148.65,148.65,3760,,9/16/2015,42263.47986,42263.47986
1442421120,148.65,148.69,148.6,148.675,2970,,9/16/2015,42263.48056,42263.48056
1442421180,148.62,148.65,148.61,148.62,1300,,9/16/2015,42263.48125,42263.48125
1442421240,148.67,148.69,148.63,148.63,1499,,9/16/2015,42263.48194,42263.48194
1442421300,148.75,148.79,148.7,148.7,3631,,9/16/2015,42263.48264,42263.48264
1442421360,148.7701,148.81,148.75,148.75,3206,,9/16/2015,42263.48333,42263.48333
1442421420,148.725,148.77,148.72,148.77,1550,,9/16/2015,42263.48403,42263.48403
1442421480,148.74,148.74,148.69,148.69,1600,,9/16/2015,42263.48472,42263.48472
1442421540,148.75,148.75,148.69,148.69,3470,,9/16/2015,42263.48542,42263.48542
1442421600,148.7338,148.76,148.7338,148.75,2900,,9/16/2015,42263.48611,42263.48611
1442421660,148.71,148.77,148.61,148.77,6691,,9/16/2015,42263.48681,42263.48681
1442421720,148.69,148.71,148.67,148.706,1517,,9/16/2015,42263.4875,42263.4875
1442421780,148.76,148.76,148.7096,148.71,1000,,9/16/2015,42263.48819,42263.48819
1442421840,148.72,148.7699,148.71,148.71,2500,,9/16/2015,42263.48889,42263.48889
1442421900,148.79,148.8,148.73,148.73,2600,,9/16/2015,42263.48958,42263.48958
1442421960,148.76,148.86,148.76,148.8,5159,,9/16/2015,42263.49028,42263.49028
1442422020,148.81,148.81,148.77,148.77,2001,,9/16/2015,42263.49097,42263.49097
1442422080,148.79,148.81,148.75,148.76,1400,,9/16/2015,42263.49167,42263.49167
1442422140,148.7696,148.79,148.7696,148.79,619,,9/16/2015,42263.49236,42263.49236
1442422200,148.82,148.84,148.7512,148.7512,7620,,9/16/2015,42263.49306,42263.49306
1442422260,148.799,148.8296,148.78,148.8296,1704,,9/16/2015,42263.49375,42263.49375
1442422320,148.8,148.81,148.75,148.78,2143,,9/16/2015,42263.49444,42263.49444
1442422380,148.72,148.8,148.72,148.77,4904,,9/16/2015,42263.49514,42263.49514
1442422440,148.75,148.75,148.72,148.7201,5400,,9/16/2015,42263.49583,42263.49583
1442422500,148.72,148.73,148.702,148.702,903,,9/16/2015,42263.49653,42263.49653
1442422560,148.74,148.74,148.74,148.74,704,,9/16/2015,42263.49722,42263.49722
1442422620,148.71,148.75,148.69,148.74,2029,,9/16/2015,42263.49792,42263.49792
1442422680,148.75,148.77,148.72,148.72,1920,,9/16/2015,42263.49861,42263.49861
1442422740,148.86,148.86,148.74,148.75,3544,,9/16/2015,42263.49931,42263.49931
1442422800,148.8553,148.89,148.78,148.8,3857,,9/16/2015,42263.5,42263.5
1442422860,148.79,148.87,148.78,148.862,11902,,9/16/2015,42263.50069,42263.50069
1442422920,148.77,148.8299,148.75,148.8299,2721,,9/16/2015,42263.50139,42263.50139
1442422980,148.76,148.7704,148.75,148.77,1923,,9/16/2015,42263.50208,42263.50208
1442423040,148.74,148.79,148.721,148.78,4621,,9/16/2015,42263.50278,42263.50278
1442423100,148.78,148.8,148.74,148.76,2371,,9/16/2015,42263.50347,42263.50347
1442423160,148.76,148.778,148.74,148.771,4885,,9/16/2015,42263.50417,42263.50417
1442423220,148.76,148.77,148.741,148.741,2737,,9/16/2015,42263.50486,42263.50486
1442423280,148.7003,148.7632,148.7003,148.75,3515,,9/16/2015,42263.50556,42263.50556
1442423340,148.75,148.77,148.72,148.73,1200,,9/16/2015,42263.50625,42263.50625
1442423400,148.76,148.76,148.74,148.749,850,,9/16/2015,42263.50694,42263.50694
1442423460,148.76,148.77,148.745,148.745,300,,9/16/2015,42263.50764,42263.50764
1442423520,148.77,148.785,148.767,148.77,1035,,9/16/2015,42263.50833,42263.50833
1442423580,148.73,148.76,148.73,148.75,2400,,9/16/2015,42263.50903,42263.50903
1442423640,148.7,148.72,148.7,148.72,2499,,9/16/2015,42263.50972,42263.50972
1442423700,148.71,148.7298,148.69,148.69,1721,,9/16/2015,42263.51042,42263.51042
1442423760,148.7,148.72,148.69,148.69,600,,9/16/2015,42263.51111,42263.51111
1442423820,148.64,148.69,148.64,148.68,3454,,9/16/2015,42263.51181,42263.51181
1442423880,148.65,148.66,148.621,148.655,1411,,9/16/2015,42263.5125,42263.5125
1442423940,148.61,148.64,148.61,148.6201,1109,,9/16/2015,42263.51319,42263.51319
1442424000,148.62,148.62,148.593,148.593,300,,9/16/2015,42263.51389,42263.51389
1442424060,148.62,148.62,148.61,148.62,500,,9/16/2015,42263.51458,42263.51458
1442424120,148.565,148.63,148.565,148.62,3161,,9/16/2015,42263.51528,42263.51528
1442424180,148.558,148.57,148.55,148.55,7660,,9/16/2015,42263.51597,42263.51597
1442424240,148.57,148.57,148.55,148.57,2802,,9/16/2015,42263.51667,42263.51667
1442424300,148.57,148.58,148.57,148.58,1000,,9/16/2015,42263.51736,42263.51736
1442424360,148.565,148.565,148.5599,148.56,1056,,9/16/2015,42263.51806,42263.51806
1442424420,148.577,148.58,148.5503,148.5503,1300,,9/16/2015,42263.51875,42263.51875
1442424480,148.5599,148.56,148.53,148.55,1865,,9/16/2015,42263.51944,42263.51944
1442424540,148.5,148.53,148.48,148.53,3700,,9/16/2015,42263.52014,42263.52014
1442424600,148.52,148.52,148.48,148.503,1445,,9/16/2015,42263.52083,42263.52083
1442424660,148.49,148.51,148.475,148.51,950,,9/16/2015,42263.52153,42263.52153
1442424720,148.535,148.54,148.49,148.5,4460,,9/16/2015,42263.52222,42263.52222
1442424780,148.58,148.58,148.535,148.535,1210,,9/16/2015,42263.52292,42263.52292
1442424840,148.55,148.58,148.48,148.55,8808,,9/16/2015,42263.52361,42263.52361
1442424900,148.54,148.56,148.49,148.53,18725,,9/16/2015,42263.52431,42263.52431
1442424960,148.51,148.54,148.47,148.54,8597,,9/16/2015,42263.525,42263.525
1442425020,148.535,148.54,148.46,148.5,4234,,9/16/2015,42263.52569,42263.52569
1442425080,148.5201,148.535,148.5,148.52,3255,,9/16/2015,42263.52639,42263.52639
1442425140,148.51,148.5272,148.5,148.5,3546,,9/16/2015,42263.52708,42263.52708
1442425200,148.5,148.515,148.48,148.5,11700,,9/16/2015,42263.52778,42263.52778
1442425260,148.41,148.49,148.3901,148.49,7896,,9/16/2015,42263.52847,42263.52847
1442425320,148.4,148.42,148.39,148.41,3502,,9/16/2015,42263.52917,42263.52917
1442425380,148.37,148.43,148.37,148.43,2730,,9/16/2015,42263.52986,42263.52986
1442425440,148.39,148.41,148.36,148.38,4216,,9/16/2015,42263.53056,42263.53056
1442425500,148.36,148.38,148.36,148.37,900,,9/16/2015,42263.53125,42263.53125
1442425560,148.31,148.36,148.31,148.36,5396,,9/16/2015,42263.53194,42263.53194
1442425620,148.36,148.36,148.3,148.3153,6232,,9/16/2015,42263.53264,42263.53264
1442425680,148.31,148.35,148.28,148.35,6373,,9/16/2015,42263.53333,42263.53333
1442425740,148.3,148.34,148.29,148.31,2500,,9/16/2015,42263.53403,42263.53403
1442425800,148.33,148.33,148.3,148.32,930,,9/16/2015,42263.53472,42263.53472
1442425860,148.4,148.41,148.35,148.35,2486,,9/16/2015,42263.53542,42263.53542
1442425920,148.39,148.44,148.38,148.4,7804,,9/16/2015,42263.53611,42263.53611
1442425980,148.43,148.44,148.39,148.39,9415,,9/16/2015,42263.53681,42263.53681
1442426040,148.42,148.44,148.39,148.43,1603,,9/16/2015,42263.5375,42263.5375
1442426100,148.41,148.42,148.39,148.42,2500,,9/16/2015,42263.53819,42263.53819
1442426160,148.42,148.42,148.39,148.39,1561,,9/16/2015,42263.53889,42263.53889
1442426220,148.44,148.46,148.43,148.43,1804,,9/16/2015,42263.53958,42263.53958
1442426280,148.41,148.43,148.41,148.4235,1200,,9/16/2015,42263.54028,42263.54028
1442426340,148.43,148.45,148.41,148.41,2232,,9/16/2015,42263.54097,42263.54097
1442426400,148.4608,148.4608,148.42,148.43,1325,,9/16/2015,42263.54167,42263.54167
1442426460,148.35,148.47,148.34,148.46,5116,,9/16/2015,42263.54236,42263.54236
1442426520,148.39,148.4,148.33,148.36,2700,,9/16/2015,42263.54306,42263.54306
1442426580,148.39,148.41,148.39,148.39,3500,,9/16/2015,42263.54375,42263.54375
1442426640,148.4064,148.41,148.4,148.4,2300,,9/16/2015,42263.54444,42263.54444
1442426700,148.45,148.45,148.41,148.41,2200,,9/16/2015,42263.54514,42263.54514
1442426760,148.44,148.465,148.4399,148.46,2148,,9/16/2015,42263.54583,42263.54583
1442426820,148.385,148.45,148.38,148.44,4540,,9/16/2015,42263.54653,42263.54653
1442426880,148.378,148.41,148.37,148.4,4704,,9/16/2015,42263.54722,42263.54722
1442426940,148.39,148.4,148.35,148.37,4004,,9/16/2015,42263.54792,42263.54792
1442427000,148.4,148.41,148.39,148.41,1249,,9/16/2015,42263.54861,42263.54861
1442427060,148.3901,148.42,148.3901,148.4,3498,,9/16/2015,42263.54931,42263.54931
1442427120,148.39,148.4049,148.38,148.4,4312,,9/16/2015,42263.55,42263.55
1442427180,148.355,148.38,148.32,148.375,7615,,9/16/2015,42263.55069,42263.55069
1442427240,148.34,148.35,148.33,148.35,1600,,9/16/2015,42263.55139,42263.55139
1442427300,148.3782,148.3782,148.32,148.33,2345,,9/16/2015,42263.55208,42263.55208
1442427360,148.35,148.36,148.34,148.3566,2102,,9/16/2015,42263.55278,42263.55278
1442427420,148.33,148.357,148.2844,148.357,5563,,9/16/2015,42263.55347,42263.55347
1442427480,148.38,148.39,148.33,148.33,6654,,9/16/2015,42263.55417,42263.55417
1442427540,148.35,148.36,148.31,148.35,1800,,9/16/2015,42263.55486,42263.55486
1442427600,148.34,148.37,148.32,148.34,2002,,9/16/2015,42263.55556,42263.55556
1442427660,148.33,148.38,148.33,148.38,1101,,9/16/2015,42263.55625,42263.55625
1442427720,148.33,148.34,148.31,148.34,1065,,9/16/2015,42263.55694,42263.55694
1442427780,148.22,148.3336,148.2,148.3336,7337,,9/16/2015,42263.55764,42263.55764
1442427840,148.21,148.28,148.19,148.23,2400,,9/16/2015,42263.55833,42263.55833
1442427900,148.23,148.26,148.2,148.23,2900,,9/16/2015,42263.55903,42263.55903
1442427960,148.22,148.2273,148.19,148.22,3200,,9/16/2015,42263.55972,42263.55972
1442428020,148.224,148.24,148.22,148.24,1662,,9/16/2015,42263.56042,42263.56042
1442428080,148.19,148.22,148.18,148.2,3538,,9/16/2015,42263.56111,42263.56111
1442428140,148.24,148.2599,148.21,148.21,4062,,9/16/2015,42263.56181,42263.56181
1442428200,148.193,148.22,148.19,148.21,1857,,9/16/2015,42263.5625,42263.5625
1442428260,148.198,148.2,148.153,148.1901,3456,,9/16/2015,42263.56319,42263.56319
1442428320,148.2,148.205,148.17,148.19,2032,,9/16/2015,42263.56389,42263.56389
1442428380,148.22,148.23,148.21,148.21,4402,,9/16/2015,42263.56458,42263.56458
1442428440,148.182,148.23,148.1706,148.22,2845,,9/16/2015,42263.56528,42263.56528
1442428500,148.18,148.18,148.14,148.18,4801,,9/16/2015,42263.56597,42263.56597
1442428560,148.2,148.2,148.17,148.18,4020,,9/16/2015,42263.56667,42263.56667
1442428620,148.202,148.22,148.18,148.2,2462,,9/16/2015,42263.56736,42263.56736
1442428680,148.12,148.21,148.12,148.21,5472,,9/16/2015,42263.56806,42263.56806
1442428740,148.17,148.17,148.13,148.16,3429,,9/16/2015,42263.56875,42263.56875
1442428800,148.125,148.19,148.12,148.17,5367,,9/16/2015,42263.56944,42263.56944
1442428860,148.08,148.125,148.06,148.11,2000,,9/16/2015,42263.57014,42263.57014
1442428920,148.14,148.14,148.09,148.09,1133,,9/16/2015,42263.57083,42263.57083
1442428980,148.18,148.19,148.15,148.17,1000,,9/16/2015,42263.57153,42263.57153
1442429040,148.22,148.22,148.18,148.18,1576,,9/16/2015,42263.57222,42263.57222
1442429100,148.25,148.25,148.22,148.24,4118,,9/16/2015,42263.57292,42263.57292
1442429160,148.3,148.3,148.24,148.25,3280,,9/16/2015,42263.57361,42263.57361
1442429220,148.33,148.35,148.28,148.3,11645,,9/16/2015,42263.57431,42263.57431
1442429280,148.37,148.4,148.32,148.33,4081,,9/16/2015,42263.575,42263.575
1442429340,148.33,148.39,148.32,148.37,4129,,9/16/2015,42263.57569,42263.57569
1442429400,148.32,148.34,148.313,148.33,1500,,9/16/2015,42263.57639,42263.57639
1442429460,148.3199,148.34,148.3199,148.32,500,,9/16/2015,42263.57708,42263.57708
1442429520,148.3,148.32,148.29,148.32,2595,,9/16/2015,42263.57778,42263.57778
1442429580,148.31,148.31,148.28,148.3,3400,,9/16/2015,42263.57847,42263.57847
1442429640,148.3,148.31,148.28,148.3,2009,,9/16/2015,42263.57917,42263.57917
1442429700,148.28,148.292,148.26,148.28,1113,,9/16/2015,42263.57986,42263.57986
1442429760,148.22,148.31,148.2,148.29,3127,,9/16/2015,42263.58056,42263.58056
1442429820,148.24,148.28,148.23,148.23,4725,,9/16/2015,42263.58125,42263.58125
1442429880,148.38,148.42,148.28,148.28,6272,,9/16/2015,42263.58194,42263.58194
1442429940,148.49,148.5,148.36,148.36,6317,,9/16/2015,42263.58264,42263.58264
1442430000,148.49,148.5,148.46,148.5,2205,,9/16/2015,42263.58333,42263.58333
1442430060,148.585,148.585,148.45,148.47,3214,,9/16/2015,42263.58403,42263.58403
1442430120,148.49,148.585,148.49,148.55,4091,,9/16/2015,42263.58472,42263.58472
1442430180,148.38,148.48,148.38,148.47,2440,,9/16/2015,42263.58542,42263.58542
1442430240,148.46,148.47,148.38,148.38,6562,,9/16/2015,42263.58611,42263.58611
1442430300,148.52,148.57,148.46,148.46,11085,,9/16/2015,42263.58681,42263.58681
1442430360,148.52,148.54,148.5,148.52,4468,,9/16/2015,42263.5875,42263.5875
1442430420,148.455,148.53,148.45,148.53,3274,,9/16/2015,42263.58819,42263.58819
1442430480,148.51,148.51,148.44,148.47,4841,,9/16/2015,42263.58889,42263.58889
1442430540,148.49,148.49,148.465,148.49,5350,,9/16/2015,42263.58958,42263.58958
1442430600,148.42,148.5199,148.42,148.5199,2208,,9/16/2015,42263.59028,42263.59028
1442430660,148.51,148.58,148.44,148.45,8316,,9/16/2015,42263.59097,42263.59097
1442430720,148.47,148.51,148.47,148.49,2204,,9/16/2015,42263.59167,42263.59167
1442430780,148.38,148.46,148.3603,148.46,2794,,9/16/2015,42263.59236,42263.59236
1442430840,148.31,148.36,148.301,148.36,4676,,9/16/2015,42263.59306,42263.59306
1442430900,148.37,148.37,148.32,148.33,3002,,9/16/2015,42263.59375,42263.59375
1442430960,148.39,148.42,148.31,148.36,8057,,9/16/2015,42263.59444,42263.59444
1442431020,148.41,148.43,148.375,148.4,6011,,9/16/2015,42263.59514,42263.59514
1442431080,148.42,148.42,148.36,148.39,3520,,9/16/2015,42263.59583,42263.59583
1442431140,148.36,148.42,148.36,148.42,2979,,9/16/2015,42263.59653,42263.59653
1442431200,148.33,148.36,148.25,148.35,10221,,9/16/2015,42263.59722,42263.59722
1442431260,148.32,148.4,148.31,148.33,7857,,9/16/2015,42263.59792,42263.59792
1442431320,148.43,148.45,148.3,148.31,6208,,9/16/2015,42263.59861,42263.59861
1442431380,148.5,148.56,148.43,148.46,8270,,9/16/2015,42263.59931,42263.59931
1442431440,148.44,148.5,148.44,148.49,2403,,9/16/2015,42263.6,42263.6
1442431500,148.42,148.47,148.42,148.46,6697,,9/16/2015,42263.60069,42263.60069
1442431560,148.39,148.44,148.39,148.44,1900,,9/16/2015,42263.60139,42263.60139
1442431620,148.4,148.44,148.4,148.402,5042,,9/16/2015,42263.60208,42263.60208
1442431680,148.42,148.42,148.36,148.39,5258,,9/16/2015,42263.60278,42263.60278
1442431740,148.5,148.5,148.43,148.4399,6701,,9/16/2015,42263.60347,42263.60347
1442431800,148.48,148.49,148.46,148.47,4707,,9/16/2015,42263.60417,42263.60417
1442431860,148.46,148.49,148.45,148.47,8109,,9/16/2015,42263.60486,42263.60486
1442431920,148.545,148.545,148.47,148.47,6720,,9/16/2015,42263.60556,42263.60556
1442431980,148.5,148.57,148.5,148.56,9708,,9/16/2015,42263.60625,42263.60625
1442432040,148.43,148.49,148.43,148.49,8729,,9/16/2015,42263.60694,42263.60694
1442432100,148.47,148.49,148.43,148.44,5400,,9/16/2015,42263.60764,42263.60764
1442432160,148.385,148.48,148.35,148.4702,11804,,9/16/2015,42263.60833,42263.60833
1442432220,148.4001,148.41,148.37,148.39,5769,,9/16/2015,42263.60903,42263.60903
1442432280,148.45,148.46,148.38,148.4,9757,,9/16/2015,42263.60972,42263.60972
1442432340,148.47,148.49,148.42,148.46,11737,,9/16/2015,42263.61042,42263.61042
1442432400,148.42,148.48,148.42,148.47,8200,,9/16/2015,42263.61111,42263.61111
1442432460,148.44,148.47,148.42,148.43,15316,,9/16/2015,42263.61181,42263.61181
1442432520,148.43,148.45,148.41,148.43,8709,,9/16/2015,42263.6125,42263.6125
1442432580,148.36,148.44,148.36,148.4243,17910,,9/16/2015,42263.61319,42263.61319
1442432640,148.37,148.405,148.33,148.36,10319,,9/16/2015,42263.61389,42263.61389
1442432700,148.31,148.37,148.27,148.37,14851,,9/16/2015,42263.61458,42263.61458
1442432760,148.345,148.36,148.29,148.32,10129,,9/16/2015,42263.61528,42263.61528
1442432820,148.34,148.36,148.29,148.34,14854,,9/16/2015,42263.61597,42263.61597
1442432880,148.28,148.37,148.263,148.35,20427,,9/16/2015,42263.61667,42263.61667
1442432940,148.4,148.41,148.295,148.3,8785,,9/16/2015,42263.61736,42263.61736
1442433000,148.34,148.41,148.33,148.41,6655,,9/16/2015,42263.61806,42263.61806
1442433060,148.4,148.42,148.31,148.34,9741,,9/16/2015,42263.61875,42263.61875
1442433120,148.425,148.4585,148.4,148.4,16885,,9/16/2015,42263.61944,42263.61944
1442433180,148.41,148.44,148.4,148.41,10549,,9/16/2015,42263.62014,42263.62014
1442433240,148.25,148.39,148.25,148.39,19443,,9/16/2015,42263.62083,42263.62083
1442433300,148.36,148.36,148.25,148.25,19925,,9/16/2015,42263.62153,42263.62153
1442433360,148.33,148.37,148.32,148.355,9977,,9/16/2015,42263.62222,42263.62222
1442433420,148.41,148.43,148.32,148.32,14510,,9/16/2015,42263.62292,42263.62292
1442433480,148.43,148.48,148.4,148.4136,14197,,9/16/2015,42263.62361,42263.62361
1442433540,148.39,148.43,148.36,148.415,24410,,9/16/2015,42263.62431,42263.62431
1442433600,148.36,148.49,148.29,148.395,63451,,9/16/2015,42263.625,42263.625
1442496660,148.41,148.41,148.01,148.1,54893,,9/17/2015,42264.35486,42264.35486
1442496720,148.29,148.5,148.14,148.41,6121,,9/17/2015,42264.35556,42264.35556
1442496780,148.44,148.46,148.12,148.3,3600,,9/17/2015,42264.35625,42264.35625
1442496840,148.465,148.61,148.3,148.43,8888,,9/17/2015,42264.35694,42264.35694
1442496900,148.438,148.61,148.32,148.61,10372,,9/17/2015,42264.35764,42264.35764
1442496960,148.345,148.57,148.28,148.46,7823,,9/17/2015,42264.35833,42264.35833
1442497020,148.48,148.49,148.291,148.291,1500,,9/17/2015,42264.35903,42264.35903
1442497080,148.26,148.48,148.26,148.48,2952,,9/17/2015,42264.35972,42264.35972
1442497140,148.0201,148.2499,148.0201,148.23,3757,,9/17/2015,42264.36042,42264.36042
1442497200,148.0588,148.16,148.0588,148.14,6024,,9/17/2015,42264.36111,42264.36111
1442497260,148.12,148.13,148.01,148.04,9953,,9/17/2015,42264.36181,42264.36181
1442497320,148.13,148.13,148.03,148.09,2100,,9/17/2015,42264.3625,42264.3625
1442497380,147.96,148.12,147.96,148.12,7479,,9/17/2015,42264.36319,42264.36319
1442497440,148,148.05,147.98,148.03,5720,,9/17/2015,42264.36389,42264.36389
1442497500,148.02,148.07,148,148.05,3617,,9/17/2015,42264.36458,42264.36458
1442497560,147.97,148.005,147.93,148,6390,,9/17/2015,42264.36528,42264.36528
1442497620,147.96,148.05,147.92,147.94,9660,,9/17/2015,42264.36597,42264.36597
1442497680,148.1599,148.1599,147.94,147.94,9291,,9/17/2015,42264.36667,42264.36667
1442497740,148.11,148.2,148.11,148.14,3000,,9/17/2015,42264.36736,42264.36736
1442497800,148.04,148.166,148.04,148.15,4300,,9/17/2015,42264.36806,42264.36806
1442497860,148.11,148.14,148.04,148.04,3485,,9/17/2015,42264.36875,42264.36875
1442497920,148.11,148.14,148.04,148.14,4547,,9/17/2015,42264.36944,42264.36944
1442497980,148.1,148.13,148.03,148.07,5675,,9/17/2015,42264.37014,42264.37014
1442498040,148.24,148.248,148.07,148.09,4819,,9/17/2015,42264.37083,42264.37083
1442498100,148.31,148.31,148.2,148.2,4439,,9/17/2015,42264.37153,42264.37153
1442498160,148.39,148.4,148.22,148.31,7739,,9/17/2015,42264.37222,42264.37222
1442498220,148.39,148.39,148.35,148.38,1300,,9/17/2015,42264.37292,42264.37292
1442498280,148.37,148.4799,148.33,148.37,6263,,9/17/2015,42264.37361,42264.37361
1442498340,148.24,148.37,148.22,148.32,3200,,9/17/2015,42264.37431,42264.37431
1442498400,148.04,148.24,148.01,148.24,6050,,9/17/2015,42264.375,42264.375
1442498460,148.08,148.1,148.01,148.02,6565,,9/17/2015,42264.37569,42264.37569
